Transcript stable ID version	Chromosome/scaffold name	Strand	Transcription start site (TSS)
ENST00000280557.11	12	1	122752824
ENST00000394908.9	17	-1	28897733
ENST00000322989.8	16	-1	18790334
ENST00000563390.5	16	-1	18790383
ENST00000602725.5	1	-1	31919483
ENST00000457805.6	1	-1	31919368
ENST00000304414.12	16	-1	18801549
ENST00000252699.7	19	1	38647649
ENST00000390009.7	19	1	38647738
ENST00000342245.9	11	1	6390474
ENST00000297338.7	8	-1	116874776
ENST00000309859.8	16	-1	23510494
ENST00000354293.10	19	1	49767001
ENST00000342085.9	16	1	2538021
ENST00000308775.7	3	1	49470267
ENST00000256079.9	12	-1	30695869
ENST00000318006.10	15	-1	42208304
ENST00000272217.7	1	-1	202144737
ENST00000389834.9	15	-1	42273433
ENST00000458013.7	1	1	151612050
ENST00000465139.6	15	-1	68820895
ENST00000560303.1	15	-1	68820886
ENST00000368830.8	1	-1	151763496
ENST00000338970.10	3	1	40457292
ENST00000396203.7	3	1	40457339
ENST00000272227.8	2	-1	10812785
ENST00000578495.5	17	1	7572826
ENST00000222284.10	19	1	35545626
ENST00000406246.8	11	-1	65662916
ENST00000361351.8	15	-1	74461182
ENST00000313468.10	11	1	68030681
ENST00000409735.9	19	1	40348695
ENST00000356508.9	19	1	40348700
ENST00000526838.5	8	-1	143597413
ENST00000395119.7	8	-1	143597679
ENST00000530445.6	8	-1	143587564
ENST00000534380.6	8	-1	143597362
ENST00000600880.5	2	1	216498850
ENST00000456586.5	2	1	216499086
ENST00000560266.5	15	-1	84716111
ENST00000268220.12	15	-1	84716139
ENST00000229329.7	12	1	22046218
ENST00000376809.10	6	1	29942532
ENST00000394196.9	15	1	92900324
ENST00000354171.13	19	1	1103994
ENST00000585362.7	19	1	1104650
ENST00000587648.5	19	1	1105152
ENST00000053867.8	17	1	44345302
ENST00000301821.11	3	1	39406720
ENST00000458478.6	3	1	39406733
ENST00000398073.7	12	-1	57846729
ENST00000308511.9	8	1	22604757
ENST00000518989.1	8	1	22606600
ENST00000520861.5	8	1	22606908
ENST00000520738.5	8	1	22614388
ENST00000375743.9	1	-1	15976101
ENST00000221418.9	19	-1	38831794
ENST00000394440.8	2	-1	61888656
ENST00000544079.2	2	-1	61888671
ENST00000526596.2	11	1	3855664
ENST00000300737.8	11	1	3855702
ENST00000392081.6	19	-1	38899862
ENST00000370920.8	1	-1	71081035
ENST00000254821.10	1	-1	71081011
ENST00000560793.6	1	-1	150967725
ENST00000368954.10	1	-1	150974835
ENST00000263645.10	11	1	2377310
ENST00000526072.5	11	1	2390095
ENST00000370651.8	6	1	63572480
ENST00000396987.7	8	1	41578200
ENST00000315436.8	12	-1	118061179
ENST00000261313.3	12	1	118136124
ENST00000357235.6	1	-1	151059622
ENST00000261712.8	17	1	32444510
ENST00000407004.8	19	1	10654346
ENST00000291386.4	1	-1	1574863
ENST00000359060.5	1	-1	1574584
ENST00000256689.10	12	-1	46372773
ENST00000394667.8	4	1	108620576
ENST00000394668.3	4	1	108620656
ENST00000361564.9	4	1	108650599
ENST00000397786.7	17	-1	62065278
ENST00000234160.5	2	1	170929253
ENST00000283195.11	2	1	108719482
ENST00000322347.11	15	-1	74938073
ENST00000564811.1	15	-1	74938066
ENST00000589228.6	17	1	68512430
ENST00000426335.6	11	-1	47177125
ENST00000524782.6	11	-1	47176879
ENST00000263280.11	19	-1	46746450
ENST00000249786.9	15	1	43792320
ENST00000339624.9	15	1	43792347
ENST00000409614.1	15	1	43792839
ENST00000264161.9	2	-1	135985626
ENST00000228506.8	12	1	120687149
ENST00000359995.10	17	-1	76737331
ENST00000392485.2	17	-1	76737333
ENST00000316509.11	17	-1	8162948
ENST00000404970.3	17	-1	8163546
ENST00000567815.5	16	1	89560681
ENST00000452368.7	16	1	89560683
ENST00000267884.11	15	-1	40039181
ENST00000558720.5	15	-1	40039050
ENST00000546443.5	12	-1	53714629
ENST00000548263.5	12	-1	53727428
ENST00000528896.7	17	-1	28645158
ENST00000399138.5	17	1	18183828
ENST00000263270.11	19	-1	46850846
ENST00000278353.10	11	1	43680738
ENST00000340645.10	3	-1	121749767
ENST00000393667.8	3	-1	121749741
ENST00000053468.4	6	-1	42217861
ENST00000448281.7	3	1	10248459
ENST00000526361.1	11	1	74949264
ENST00000532972.5	11	1	74949265
ENST00000263672.11	11	1	74949266
ENST00000278618.9	11	1	106077662
ENST00000380542.9	11	-1	2992329
ENST00000251849.9	3	-1	12664117
ENST00000568956.2	19	1	55605647
ENST00000519948.4	12	1	74537835
ENST00000397195.10	17	1	2593654
ENST00000271764.7	1	-1	206612465
ENST00000378852.7	11	1	43312003
ENST00000390015.7	17	1	80101594
ENST00000433351.7	2	1	70258137
ENST00000360820.7	12	1	100267177
ENST00000325495.9	19	1	8444975
ENST00000379666.7	2	1	27771717
ENST00000296102.8	2	1	27771719
ENST00000252602.2	19	1	17305872
ENST00000359866.9	19	1	17309563
ENST00000257829.8	11	1	34105629
ENST00000373166.8	1	-1	36149486
ENST00000368719.9	1	-1	153535991
ENST00000496817.5	1	-1	153536215
ENST00000368685.6	1	1	153658703
ENST00000328195.8	8	1	37762645
ENST00000326764.10	19	1	54449199
ENST00000421200.1	19	1	54458415
ENST00000315732.3	1	-1	36397908
ENST00000264657.10	17	-1	42388442
ENST00000311351.9	8	-1	38176493
ENST00000372521.9	1	-1	42817397
ENST00000355904.9	8	-1	30658236
ENST00000356634.7	1	1	23019448
ENST00000309993.3	3	-1	136196335
ENST00000244230.7	2	1	71130634
ENST00000525681.6	11	-1	10807462
ENST00000339995.11	11	-1	10808926
ENST00000396525.7	11	-1	10808708
ENST00000304191.4	15	1	82986210
ENST00000253686.7	3	-1	15065315
ENST00000261721.9	15	-1	83067252
ENST00000373795.7	1	-1	29181900
ENST00000395850.9	11	-1	33736422
ENST00000351554.8	11	-1	33736479
ENST00000272418.7	2	-1	95121808
ENST00000300030.8	15	-1	64093838
ENST00000380290.8	15	-1	64094262
ENST00000410080.8	2	-1	152717981
ENST00000376741.5	17	1	47896236
ENST00000233468.5	2	-1	24076326
ENST00000344423.10	8	-1	28386460
ENST00000326019.11	2	1	27663889
ENST00000300026.4	15	-1	64163022
ENST00000394417.7	2	1	63840969
ENST00000337130.10	2	1	63841896
ENST00000445915.6	2	1	63842325
ENST00000331268.9	15	1	78872814
ENST00000558502.5	15	1	78873030
ENST00000395443.7	3	-1	49094071
ENST00000263856.9	2	-1	86563443
ENST00000533683.7	19	-1	14090751
ENST00000419783.3	3	-1	49358353
ENST00000430069.5	3	-1	177196478
ENST00000337198.10	8	-1	102864163
ENST00000326005.10	15	-1	64703281
ENST00000377390.8	11	-1	64778542
ENST00000486867.2	11	-1	64778771
ENST00000334944.9	11	-1	64778786
ENST00000479035.7	17	-1	38853721
ENST00000394332.5	17	-1	38853722
ENST00000245857.9	17	-1	38853428
ENST00000577407.5	17	-1	38853737
ENST00000265073.9	5	1	32585557
ENST00000502897.5	5	1	32585588
ENST00000318008.11	17	1	38870058
ENST00000393038.3	17	-1	59707430
ENST00000369314.2	1	1	145964690
ENST00000238081.8	2	-1	9630997
ENST00000395785.7	8	1	109539711
ENST00000233055.9	2	-1	223945335
ENST00000258383.4	2	1	223957463
ENST00000333762.6	3	-1	129316286
ENST00000283632.5	2	1	86720291
ENST00000261497.9	17	-1	21043011
ENST00000537526.6	17	-1	21043760
ENST00000394077.8	3	-1	101686718
ENST00000269321.12	17	-1	81871337
ENST00000429422.5	3	-1	47909267
ENST00000395734.8	3	-1	48088848
ENST00000360240.10	3	-1	48089272
ENST00000374135.9	1	-1	26890283
ENST00000306739.9	17	1	81977629
ENST00000321265.10	1	1	26921743
ENST00000303436.11	3	-1	57597344
ENST00000311128.10	3	-1	57693077
ENST00000508679.5	17	1	48831035
ENST00000258947.8	17	1	48831035
ENST00000367188.5	1	-1	204411817
ENST00000355938.9	17	1	48892765
ENST00000360943.10	17	1	48908407
ENST00000290330.7	17	-1	48944810
ENST00000302392.5	3	1	44861912
ENST00000350887.5	12	1	123464506
ENST00000334351.8	1	1	23959828
ENST00000453840.7	1	-1	23980296
ENST00000343255.9	1	-1	23980327
ENST00000595753.6	19	-1	16572415
ENST00000225603.9	17	-1	48101478
ENST00000272438.9	2	-1	70994873
ENST00000394231.8	17	-1	39730532
ENST00000343818.11	1	-1	225924250
ENST00000245816.11	19	1	6361531
ENST00000596149.5	19	1	6361804
ENST00000295321.9	2	-1	127526489
ENST00000585465.3	19	1	1205778
ENST00000326873.12	19	1	1205778
ENST00000409784.8	2	-1	65130106
ENST00000260641.10	2	1	65227831
ENST00000264639.9	17	1	39980807
ENST00000311956.9	11	-1	46700619
ENST00000529230.6	11	-1	46846280
ENST00000437131.2	3	1	37243219
ENST00000444882.5	3	1	37243247
ENST00000532317.5	11	-1	86069059
ENST00000265563.13	3	-1	48847874
ENST00000316052.6	8	1	144078672
ENST00000456095.6	8	-1	143829303
ENST00000349157.10	8	-1	143829352
ENST00000428192.6	11	1	63986012
ENST00000538426.6	11	1	63986438
ENST00000283943.9	2	-1	229922009
ENST00000242776.9	19	-1	14419341
ENST00000355091.9	8	1	144082634
ENST00000522275.6	8	1	17922842
ENST00000524226.5	8	1	17924744
ENST00000338086.9	2	-1	20327383
ENST00000400809.8	1	-1	1399335
ENST00000408918.8	1	-1	1399317
ENST00000279281.8	11	1	65096214
ENST00000232905.4	3	1	40309707
ENST00000272065.10	2	1	264947
ENST00000272067.11	2	1	264947
ENST00000263354.8	19	-1	47515063
ENST00000356770.8	3	-1	52679714
ENST00000592634.5	19	-1	5903771
ENST00000308961.5	19	-1	5903790
ENST00000300933.9	19	1	16076645
ENST00000375631.5	6	-1	31862821
ENST00000418390.7	1	1	23743448
ENST00000263384.12	19	1	16185410
ENST00000354775.5	1	-1	165698562
ENST00000429120.6	8	1	143018483
ENST00000292494.11	8	1	143018529
ENST00000373731.7	6	1	36443000
ENST00000229812.8	6	-1	36547479
ENST00000373715.11	6	1	36594362
ENST00000302503.8	11	-1	47642559
ENST00000530428.2	11	-1	47642607
ENST00000526049.6	15	-1	101277485
ENST00000273221.8	3	-1	12967668
ENST00000307839.10	3	1	23917132
ENST00000413699.7	3	1	23917132
ENST00000412097.5	3	1	23917147
ENST00000354811.5	3	1	23917705
ENST00000589123.6	19	1	3359160
ENST00000159111.9	19	1	4969113
ENST00000273258.4	3	1	69084937
ENST00000222005.7	19	-1	10403542
ENST00000593124.1	19	-1	10420121
ENST00000320954.11	3	1	33114014
ENST00000449224.1	3	1	33114054
ENST00000371646.10	6	1	44247101
ENST00000447368.6	3	-1	33440010
ENST00000361565.9	1	1	201829157
ENST00000456707.1	1	1	201874315
ENST00000328709.8	2	-1	98608512
ENST00000357765.7	2	1	98608589
ENST00000369307.4	1	-1	145927460
ENST00000263168.4	1	1	112619832
ENST00000339083.12	1	-1	112707127
ENST00000369642.7	1	-1	112707434
ENST00000369637.5	1	-1	112707125
ENST00000221200.9	8	-1	25458433
ENST00000397977.8	8	1	19817416
ENST00000366923.8	1	-1	220046505
ENST00000542074.1	11	1	61430105
ENST00000375549.8	11	1	112086873
ENST00000581396.6	17	-1	17972410
ENST00000524896.5	11	1	32583834
ENST00000323213.9	11	1	32583839
ENST00000353047.11	8	-1	11868087
ENST00000533455.6	8	-1	11868076
ENST00000372925.6	1	1	39300314
ENST00000360115.8	1	1	39453837
ENST00000485064.1	3	1	120596328
ENST00000184266.3	3	1	120596336
ENST00000577454.5	17	1	40122573
ENST00000264645.12	17	1	40140537
ENST00000315872.11	2	-1	11344636
ENST00000278422.9	11	1	57712593
ENST00000376901.9	11	-1	66289143
ENST00000371984.8	1	-1	46198434
ENST00000310430.11	8	1	9555912
ENST00000407025.5	2	1	241149638
ENST00000391975.5	2	-1	241272886
ENST00000310931.10	2	-1	241315672
ENST00000391976.6	2	-1	241315292
ENST00000414154.6	8	1	42541613
ENST00000220659.11	8	-1	37849861
ENST00000339438.10	1	-1	114757983
ENST00000535750.5	11	-1	64317487
ENST00000308774.6	11	-1	64317558
ENST00000539854.1	11	-1	64317553
ENST00000378954.9	2	-1	38377273
ENST00000322428.10	8	1	144104461
ENST00000322716.8	3	-1	36993131
ENST00000227524.9	11	-1	60906585
ENST00000377658.8	1	-1	6602869
ENST00000377648.5	1	1	6613731
ENST00000340990.10	1	-1	202958312
ENST00000367249.9	1	-1	202967257
ENST00000367242.4	1	1	203007374
ENST00000260102.9	8	1	54135241
ENST00000273062.7	2	1	218399868
ENST00000375225.7	1	-1	19082240
ENST00000530797.6	11	1	809296
ENST00000321153.9	11	1	809967
ENST00000236957.9	2	1	206159585
ENST00000392222.7	2	1	206159895
ENST00000330263.5	1	1	19251805
ENST00000289371.11	2	1	99337389
ENST00000413518.6	19	1	58305377
ENST00000396185.8	3	1	41199389
ENST00000396183.7	3	1	41199434
ENST00000349496.11	3	1	41199505
ENST00000389501.9	2	1	73214245
ENST00000377577.10	1	-1	6701816
ENST00000258083.3	2	-1	73233239
ENST00000303545.4	8	1	124474880
ENST00000252542.9	19	-1	5622776
ENST00000282032.4	11	1	30323104
ENST00000276390.7	8	1	20197381
ENST00000264158.13	2	1	135052292
ENST00000296490.8	3	-1	52278649
ENST00000590247.7	19	1	32581190
ENST00000419343.7	19	1	32581201
ENST00000266025.4	3	-1	50359521
ENST00000263897.10	19	1	17215357
ENST00000291442.4	19	-1	17245919
ENST00000312239.10	1	-1	20786652
ENST00000375003.6	1	-1	20775005
ENST00000356415.5	1	1	111542218
ENST00000369709.4	1	1	111619789
ENST00000331835.10	1	-1	86914126
ENST00000370554.5	1	-1	86914134
ENST00000264108.5	2	1	171922461
ENST00000305943.9	1	1	228487382
ENST00000265044.7	3	-1	156555117
ENST00000368277.3	1	1	156213007
ENST00000447388.8	1	1	40691704
ENST00000392894.8	3	1	149813215
ENST00000361785.10	3	1	149872073
ENST00000392132.7	2	1	216109348
ENST00000239944.7	3	-1	150546496
ENST00000480740.5	3	1	150602875
ENST00000471696.6	3	1	150603321
ENST00000370951.5	1	1	70205682
ENST00000370950.7	1	1	70205724
ENST00000370949.2	1	1	70221380
ENST00000312960.4	3	-1	150763169
ENST00000526821.5	1	-1	46665372
ENST00000234677.7	1	1	109213918
ENST00000263238.7	2	1	113890089
ENST00000535589.3	2	1	113890598
ENST00000421852.6	3	-1	185499035
ENST00000296257.10	3	1	185586295
ENST00000538610.5	1	-1	109426132
ENST00000272444.8	2	-1	73780103
ENST00000373449.7	1	-1	33036883
ENST00000354858.11	1	-1	33037004
ENST00000360370.9	3	-1	126084124
ENST00000373477.9	1	-1	32817358
ENST00000295770.4	3	1	31532925
ENST00000265062.8	3	1	128726183
ENST00000241704.8	1	-1	160343250
ENST00000368069.7	1	-1	160343248
ENST00000292823.6	3	-1	196287713
ENST00000292314.6	3	-1	46982010
ENST00000308271.14	1	-1	21783149
ENST00000374732.7	1	-1	21725119
ENST00000421625.6	1	-1	21783606
ENST00000411529.6	2	1	177212749
ENST00000392524.7	2	1	177212794
ENST00000432959.2	2	-1	96265994
ENST00000258439.8	2	-1	96265997
ENST00000337859.11	2	1	186486260
ENST00000357214.6	1	-1	35193145
ENST00000259050.8	2	1	159712499
ENST00000373586.2	1	1	32222405
ENST00000368521.10	1	-1	154220590
ENST00000350592.7	1	-1	154220624
ENST00000455895.7	1	-1	32394441
ENST00000368305.9	1	1	156054782
ENST00000378344.7	1	1	3625015
ENST00000393094.7	11	1	108008898
ENST00000361587.3	1	1	113963440
ENST00000336083.8	11	-1	73761074
ENST00000310653.10	11	-1	73761137
ENST00000355693.5	11	-1	73876846
ENST00000370654.6	1	1	84479266
ENST00000447182.6	8	1	58553216
ENST00000413219.6	8	1	58553217
ENST00000260130.9	8	1	58553261
ENST00000328703.12	1	1	154272629
ENST00000360001.12	1	-1	1232001
ENST00000369109.8	1	-1	150269016
ENST00000360244.8	1	-1	150269303
ENST00000324862.7	1	1	150321533
ENST00000378891.9	1	-1	1349112
ENST00000338338.10	1	-1	1375207
ENST00000358704.4	1	1	244051283
ENST00000334163.4	1	1	145824200
ENST00000054666.11	1	1	7771296
ENST00000493373.5	1	1	7954291
ENST00000493678.5	1	1	7961692
ENST00000338639.10	1	1	7961711
ENST00000371873.10	1	1	47333790
ENST00000342505.5	1	-1	64966549
ENST00000306077.5	3	1	14125052
ENST00000285021.12	3	-1	14178601
ENST00000306024.4	3	1	14178817
ENST00000283290.10	3	-1	112561962
ENST00000253699.7	3	-1	15099148
ENST00000272102.10	1	1	228082708
ENST00000370509.5	1	-1	167553762
ENST00000238823.13	2	-1	33599299
ENST00000261353.9	2	1	30147007
ENST00000290541.7	1	1	151399573
ENST00000240185.8	1	1	11012654
ENST00000315091.7	1	1	11013716
ENST00000370768.7	1	-1	77979072
ENST00000370767.5	1	-1	77979092
ENST00000368655.5	1	-1	153922972
ENST00000378609.9	1	-1	1891087
ENST00000234590.10	1	-1	8878686
ENST00000377464.5	1	-1	8525939
ENST00000283179.14	1	-1	244864494
ENST00000375759.8	1	1	15847707
ENST00000263733.5	1	1	179025894
ENST00000367627.8	1	1	179082070
ENST00000367602.8	1	1	180154869
ENST00000367600.5	1	1	180154897
ENST00000443059.1	1	1	180196682
ENST00000535010.5	1	1	86704570
ENST00000370558.8	1	1	86704576
ENST00000330188.13	1	-1	154183205
ENST00000341372.8	1	-1	154183203
ENST00000323848.14	1	1	24643302
ENST00000400259.5	1	1	22052627
ENST00000344548.8	1	1	22052627
ENST00000234875.9	1	-1	6199595
ENST00000497965.5	1	-1	6200842
ENST00000343813.10	1	-1	6235964
ENST00000312726.9	1	1	228140279
ENST00000453943.6	1	1	228140279
ENST00000366718.5	1	1	228144328
ENST00000343815.10	1	1	154220179
ENST00000361546.6	1	1	154225082
ENST00000428595.1	1	1	154257071
ENST00000369799.10	1	1	109984765
ENST00000473578.5	1	1	6785480
ENST00000376572.8	1	-1	11926427
ENST00000372257.7	1	-1	44355257
ENST00000369541.4	1	-1	114581615
ENST00000368694.8	1	1	153634066
ENST00000368686.1	1	1	153638342
ENST00000476371.1	1	-1	175023425
ENST00000367287.5	1	1	201955503
ENST00000366988.5	1	1	212432920
ENST00000366862.10	1	1	224114111
ENST00000323699.9	1	1	224183240
ENST00000366639.9	1	1	231528669
ENST00000368232.9	1	-1	156601479
ENST00000263697.6	1	-1	28233029
ENST00000335514.10	1	1	28236124
ENST00000465645.1	1	1	28236154
ENST00000319223.8	1	1	53946353
ENST00000234831.10	1	-1	54053204
ENST00000371341.5	1	-1	54053504
ENST00000344147.10	1	1	31297032
ENST00000374266.7	1	1	26169908
ENST00000324856.13	1	1	26696015
ENST00000361308.9	1	1	156114251
ENST00000368300.9	1	1	156114711
ENST00000435319.8	1	1	179882696
ENST00000302631.8	1	-1	155262360
ENST00000355379.3	1	-1	155262430
ENST00000376838.5	1	-1	11131558
ENST00000368467.4	1	-1	154936719
ENST00000340385.6	1	1	173477335
ENST00000371626.9	1	-1	52055191
ENST00000367142.5	1	-1	205750182
ENST00000375499.8	1	-1	17054032
ENST00000314485.12	1	-1	160098619
ENST00000360472.9	1	1	160205384
ENST00000366690.5	1	1	229271111
ENST00000376692.9	1	-1	11681148
ENST00000401000.8	1	1	150364650
ENST00000367595.4	1	-1	180502577
ENST00000367889.8	1	1	165631234
ENST00000464650.5	1	-1	165768876
ENST00000361427.6	1	1	26472440
ENST00000366610.8	1	-1	234609525
ENST00000375592.8	1	-1	16352480
ENST00000292211.5	1	-1	154558662
ENST00000325722.8	1	-1	35557403
ENST00000343304.10	1	-1	46303366
ENST00000311672.10	1	1	46303698
ENST00000370500.10	1	-1	88891567
ENST00000361891.9	1	-1	153670993
ENST00000373019.5	1	-1	37990022
ENST00000235835.8	1	-1	19312144
